"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total cleared","Number","223","units","0","v70031955","1.204.4","638","","","","0"
"2010","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total cleared","Number","223","units","0","v70031955","1.204.4","575","","","","0"
"2011","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total cleared","Number","223","units","0","v70031955","1.204.4","691","","","","0"
"2012","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total cleared","Number","223","units","0","v70031955","1.204.4","959","","","","0"
"2013","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total cleared","Number","223","units","0","v70031955","1.204.4","959","","","","0"
"2014","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total cleared","Number","223","units","0","v70031955","1.204.4","797","","","","0"
"2015","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total cleared","Number","223","units","0","v70031955","1.204.4","839","","","","0"
"2016","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total cleared","Number","223","units","0","v70031955","1.204.4","738","","","","0"
"2017","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total cleared","Number","223","units","0","v70031955","1.204.4","601","","","","0"
"2018","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total cleared","Number","223","units","0","v70031955","1.204.4","533","","","","0"
"2019","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total cleared","Number","223","units","0","v70031955","1.204.4","375","","","","0"
"2009","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, adult charged","Number","223","units","0","v70031960","1.204.9","207","","","","0"
"2010","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, adult charged","Number","223","units","0","v70031960","1.204.9","160","","","","0"
"2011","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, adult charged","Number","223","units","0","v70031960","1.204.9","177","","","","0"
"2012","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, adult charged","Number","223","units","0","v70031960","1.204.9","212","","","","0"
"2013","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, adult charged","Number","223","units","0","v70031960","1.204.9","255","","","","0"
"2014","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, adult charged","Number","223","units","0","v70031960","1.204.9","167","","","","0"
"2015","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, adult charged","Number","223","units","0","v70031960","1.204.9","184","","","","0"
"2016","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, adult charged","Number","223","units","0","v70031960","1.204.9","140","","","","0"
"2017","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, adult charged","Number","223","units","0","v70031960","1.204.9","108","","","","0"
"2018","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, adult charged","Number","223","units","0","v70031960","1.204.9","117","","","","0"
"2019","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, adult charged","Number","223","units","0","v70031960","1.204.9","94","","","","0"
"2009","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth charged","Number","223","units","0","v70031962","1.204.11","313","","","","0"
"2010","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth charged","Number","223","units","0","v70031962","1.204.11","325","","","","0"
"2011","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth charged","Number","223","units","0","v70031962","1.204.11","412","","","","0"
"2012","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth charged","Number","223","units","0","v70031962","1.204.11","624","","","","0"
"2013","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth charged","Number","223","units","0","v70031962","1.204.11","588","","","","0"
"2014","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth charged","Number","223","units","0","v70031962","1.204.11","533","","","","0"
"2015","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth charged","Number","223","units","0","v70031962","1.204.11","537","","","","0"
"2016","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth charged","Number","223","units","0","v70031962","1.204.11","524","","","","0"
"2017","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth charged","Number","223","units","0","v70031962","1.204.11","427","","","","0"
"2018","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth charged","Number","223","units","0","v70031962","1.204.11","350","","","","0"
"2019","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth charged","Number","223","units","0","v70031962","1.204.11","238","","","","0"
"2009","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth not charged","Number","223","units","0","v70031964","1.204.13","116","","","","0"
"2010","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth not charged","Number","223","units","0","v70031964","1.204.13","56","","","","0"
"2011","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth not charged","Number","223","units","0","v70031964","1.204.13","68","","","","0"
"2012","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth not charged","Number","223","units","0","v70031964","1.204.13","65","","","","0"
"2013","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth not charged","Number","223","units","0","v70031964","1.204.13","69","","","","0"
"2014","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth not charged","Number","223","units","0","v70031964","1.204.13","55","","","","0"
"2015","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth not charged","Number","223","units","0","v70031964","1.204.13","43","","","","0"
"2016","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth not charged","Number","223","units","0","v70031964","1.204.13","33","","","","0"
"2017","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth not charged","Number","223","units","0","v70031964","1.204.13","29","","","","0"
"2018","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth not charged","Number","223","units","0","v70031964","1.204.13","27","","","","0"
"2019","Manitoba [46]","2016A000246","Youth Criminal Justice Act [6450]","Total, youth not charged","Number","223","units","0","v70031964","1.204.13","19","","","","0"
"2009","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Actual incidents","Number","223","units","0","v70031966","1.205.1","608","","","","0"
"2010","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Actual incidents","Number","223","units","0","v70031966","1.205.1","638","","","","0"
"2011","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Actual incidents","Number","223","units","0","v70031966","1.205.1","514","","","","0"
"2012","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Actual incidents","Number","223","units","0","v70031966","1.205.1","586","","","","0"
"2013","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Actual incidents","Number","223","units","0","v70031966","1.205.1","580","","","","0"
"2014","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Actual incidents","Number","223","units","0","v70031966","1.205.1","476","","","","0"
"2015","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Actual incidents","Number","223","units","0","v70031966","1.205.1","570","","","","0"
"2016","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Actual incidents","Number","223","units","0","v70031966","1.205.1","690","","","","0"
"2017","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Actual incidents","Number","223","units","0","v70031966","1.205.1","881","","","","0"
"2018","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Actual incidents","Number","223","units","0","v70031966","1.205.1","506","","","","0"
"2019","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Actual incidents","Number","223","units","0","v70031966","1.205.1","531","","","","0"
"2011","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Unfounded incidents","Number","223","units","0","v1000836516","1.205.15","","..","","","0"
"2012","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Unfounded incidents","Number","223","units","0","v1000836516","1.205.15","","..","","","0"
"2013","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Unfounded incidents","Number","223","units","0","v1000836516","1.205.15","","..","","","0"
"2014","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Unfounded incidents","Number","223","units","0","v1000836516","1.205.15","","..","","","0"
"2015","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Unfounded incidents","Number","223","units","0","v1000836516","1.205.15","","..","","","0"
"2016","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Unfounded incidents","Number","223","units","0","v1000836516","1.205.15","","..","","","0"
"2017","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Unfounded incidents","Number","223","units","0","v1000836516","1.205.15","38","","","","0"
"2018","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Unfounded incidents","Number","223","units","0","v1000836516","1.205.15","35","","","","0"
"2019","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Unfounded incidents","Number","223","units","0","v1000836516","1.205.15","39","","","","0"
"2009","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total cleared","Number","223","units","0","v70031969","1.205.4","493","","","","0"
"2010","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total cleared","Number","223","units","0","v70031969","1.205.4","485","","","","0"
"2011","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total cleared","Number","223","units","0","v70031969","1.205.4","370","","","","0"
"2012","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total cleared","Number","223","units","0","v70031969","1.205.4","404","","","","0"
"2013","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total cleared","Number","223","units","0","v70031969","1.205.4","389","","","","0"
"2014","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total cleared","Number","223","units","0","v70031969","1.205.4","235","","","","0"
"2015","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total cleared","Number","223","units","0","v70031969","1.205.4","322","","","","0"
"2016","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total cleared","Number","223","units","0","v70031969","1.205.4","506","","","","0"
"2017","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total cleared","Number","223","units","0","v70031969","1.205.4","617","","","","0"
"2018","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total cleared","Number","223","units","0","v70031969","1.205.4","363","","","","0"
"2019","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total cleared","Number","223","units","0","v70031969","1.205.4","310","","","","0"
"2009","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, adult charged","Number","223","units","0","v70031974","1.205.9","136","","","","0"
"2010","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, adult charged","Number","223","units","0","v70031974","1.205.9","136","","","","0"
"2011","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, adult charged","Number","223","units","0","v70031974","1.205.9","81","","","","0"
"2012","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, adult charged","Number","223","units","0","v70031974","1.205.9","61","","","","0"
"2013","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, adult charged","Number","223","units","0","v70031974","1.205.9","74","","","","0"
"2014","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, adult charged","Number","223","units","0","v70031974","1.205.9","53","","","","0"
"2015","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, adult charged","Number","223","units","0","v70031974","1.205.9","89","","","","0"
"2016","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, adult charged","Number","223","units","0","v70031974","1.205.9","90","","","","0"
"2017","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, adult charged","Number","223","units","0","v70031974","1.205.9","28","","","","0"
"2018","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, adult charged","Number","223","units","0","v70031974","1.205.9","67","","","","0"
"2019","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, adult charged","Number","223","units","0","v70031974","1.205.9","81","","","","0"
"2009","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v70031976","1.205.11","32","","","","0"
"2010","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v70031976","1.205.11","38","","","","0"
"2011","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v70031976","1.205.11","30","","","","0"
"2012","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v70031976","1.205.11","5","","","","0"
"2013","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v70031976","1.205.11","6","","","","0"
"2014","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v70031976","1.205.11","1","","","","0"
"2015","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v70031976","1.205.11","8","","","","0"
"2016","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v70031976","1.205.11","16","","","","0"
"2017","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v70031976","1.205.11","8","","","","0"
"2018","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v70031976","1.205.11","7","","","","0"
"2019","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v70031976","1.205.11","3","","","","0"
"2009","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v70031978","1.205.13","108","","","","0"
"2010","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v70031978","1.205.13","82","","","","0"
"2011","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v70031978","1.205.13","52","","","","0"
"2012","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v70031978","1.205.13","41","","","","0"
"2013","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v70031978","1.205.13","62","","","","0"
"2014","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v70031978","1.205.13","15","","","","0"
"2015","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v70031978","1.205.13","28","","","","0"
"2016","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v70031978","1.205.13","41","","","","0"
"2017","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v70031978","1.205.13","22","","","","0"
"2018","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v70031978","1.205.13","10","","","","0"
"2019","Manitoba [46]","2016A000246","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v70031978","1.205.13","14","","","","0"
"2009","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v70041794","5.4.1","752","","","","0"
"2010","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v70041794","5.4.1","799","","","","0"
"2011","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v70041794","5.4.1","749","","","","0"
"2012","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v70041794","5.4.1","707","","","","0"
"2013","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v70041794","5.4.1","564","","","","0"
"2014","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v70041794","5.4.1","688","","","","0"
"2015","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v70041794","5.4.1","713","","","","0"
"2016","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v70041794","5.4.1","709","","","","0"
"2017","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v70041794","5.4.1","739","","","","0"
"2018","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v70041794","5.4.1","788","","","","0"
"2019","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v70041794","5.4.1","809","","","","0"
"2011","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000838552","5.4.15","","..","","","0"
"2012","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000838552","5.4.15","","..","","","0"
"2013","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000838552","5.4.15","","..","","","0"
"2014","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000838552","5.4.15","","..","","","0"
"2015","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000838552","5.4.15","","..","","","0"
"2016","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000838552","5.4.15","","..","","","0"
"2017","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000838552","5.4.15","36","","","","0"
"2018","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000838552","5.4.15","42","","","","0"
"2019","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000838552","5.4.15","30","","","","0"
"2009","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v70041797","5.4.4","529","","","","0"
"2010","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v70041797","5.4.4","604","","","","0"
"2011","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v70041797","5.4.4","617","","","","0"
"2012","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v70041797","5.4.4","542","","","","0"
"2013","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v70041797","5.4.4","462","","","","0"
"2014","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v70041797","5.4.4","567","","","","0"
"2015","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v70041797","5.4.4","587","","","","0"
"2016","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v70041797","5.4.4","608","","","","0"
"2017","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v70041797","5.4.4","640","","","","0"
"2018","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v70041797","5.4.4","663","","","","0"
"2019","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v70041797","5.4.4","519","","","","0"
"2009","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v70041802","5.4.9","290","","","","0"
"2010","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v70041802","5.4.9","304","","","","0"
"2011","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v70041802","5.4.9","258","","","","0"
"2012","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v70041802","5.4.9","222","","","","0"
"2013","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v70041802","5.4.9","210","","","","0"
"2014","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v70041802","5.4.9","280","","","","0"
"2015","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v70041802","5.4.9","371","","","","0"
"2016","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v70041802","5.4.9","426","","","","0"
"2017","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v70041802","5.4.9","397","","","","0"
"2018","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v70041802","5.4.9","349","","","","0"
"2019","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v70041802","5.4.9","322","","","","0"
"2009","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v70041804","5.4.11","34","","","","0"
"2010","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v70041804","5.4.11","30","","","","0"
"2011","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v70041804","5.4.11","43","","","","0"
"2012","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v70041804","5.4.11","47","","","","0"
"2013","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v70041804","5.4.11","56","","","","0"
"2014","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v70041804","5.4.11","38","","","","0"
"2015","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v70041804","5.4.11","61","","","","0"
"2016","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v70041804","5.4.11","56","","","","0"
"2017","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v70041804","5.4.11","46","","","","0"
"2018","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v70041804","5.4.11","86","","","","0"
"2019","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v70041804","5.4.11","87","","","","0"
"2009","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v70041806","5.4.13","25","","","","0"
"2010","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v70041806","5.4.13","33","","","","0"
"2011","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v70041806","5.4.13","39","","","","0"
"2012","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v70041806","5.4.13","35","","","","0"
"2013","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v70041806","5.4.13","53","","","","0"
"2014","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v70041806","5.4.13","49","","","","0"
"2015","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v70041806","5.4.13","30","","","","0"
"2016","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v70041806","5.4.13","30","","","","0"
"2017","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v70041806","5.4.13","26","","","","0"
"2018","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v70041806","5.4.13","41","","","","0"
"2019","Brandon, Manitoba, municipal [46005]","46005","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v70041806","5.4.13","20","","","","0"
"2009","Brandon, Manitoba, municipal [46005]","46005","Total property crime violations [200]","Actual incidents","Number","223","units","0","v70042620","5.64.1","2623","","","","0"
"2010","Brandon, Manitoba, municipal [46005]","46005","Total property crime violations [200]","Actual incidents","Number","223","units","0","v70042620","5.64.1","2501","","","","0"
"2011","Brandon, Manitoba, municipal [46005]","46005","Total property crime violations [200]","Actual incidents","Number","223","units","0","v70042620","5.64.1","2046","","","","0"
"2012","Brandon, Manitoba, municipal [46005]","46005","Total property crime violations [200]","Actual incidents","Number","223","units","0","v70042620","5.64.1","2281","","","","0"
"2013","Brandon, Manitoba, municipal [46005]","46005","Total property crime violations [200]","Actual incidents","Number","223","units","0","v70042620","5.64.1","2072","","","","0"
"2014","Brandon, Manitoba, municipal [46005]","46005","Total property crime violations [200]","Actual incidents","Number","223","units","0","v70042620","5.64.1","2496","","","","0"
"2015","Brandon, Manitoba, municipal [46005]","46005","Total property crime violations [200]","Actual incidents","Number","223","units","0","v70042620","5.64.1","2760","","","","0"
"2016","Brandon, Manitoba, municipal [46005]","46005","Total property crime violations [200]","Actual incidents","Number","223","units","0","v70042620","5.64.1","2623","","","","0"
"2017","Brandon, Manitoba, municipal [46005]","46005","Total property crime violations [200]","Actual incidents","Number","223","units","0","v70042620","5.64.1","2807","","","","0"
"2018","Brandon, Manitoba, municipal [46005]","46005","Total property crime violations [200]","Actual incidents","Number","223","units","0","v70042620","5.64.1","3162","","","","0"
"2019","Brandon, Manitoba, municipal [46005]","46005","Total property crime violations [200]","Actual incidents","Number","223","units","0","v70042620","5.64.1","3160","","","","0"
"2011","Brandon, Manitoba, municipal [46005]","46005","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000838670","5.64.15","","..","","","0"
"2012","Brandon, Manitoba, municipal [46005]","46005","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000838670","5.64.15","","..","","","0"
"2013","Brandon, Manitoba, municipal [46005]","46005","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000838670","5.64.15","","..","","","0"
"2014","Brandon, Manitoba, municipal [46005]","46005","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000838670","5.64.15","","..","","","0"
"2015","Brandon, Manitoba, municipal [46005]","46005","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000838670","5.64.15","","..","","","0"
"2016","Brandon, Manitoba, municipal [46005]","46005","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000838670","5.64.15","","..","","","0"
"2017","Brandon, Manitoba, municipal [46005]","46005","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000838670","5.64.15","44","","","","0"
