"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v70129871","32.225.4","5353","","","","0"
"2009","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v70129876","32.225.9","3456","","","","0"
"2010","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v70129876","32.225.9","3592","","","","0"
"2011","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v70129876","32.225.9","3861","","","","0"
"2012","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v70129876","32.225.9","4317","","","","0"
"2013","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v70129876","32.225.9","4177","","","","0"
"2014","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v70129876","32.225.9","3929","","","","0"
"2015","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v70129876","32.225.9","4074","","","","0"
"2016","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v70129876","32.225.9","4760","","","","0"
"2017","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v70129876","32.225.9","4816","","","","0"
"2018","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v70129876","32.225.9","4599","","","","0"
"2019","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v70129876","32.225.9","4488","","","","0"
"2009","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70129878","32.225.11","673","","","","0"
"2010","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70129878","32.225.11","671","","","","0"
"2011","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70129878","32.225.11","740","","","","0"
"2012","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70129878","32.225.11","724","","","","0"
"2013","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70129878","32.225.11","634","","","","0"
"2014","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70129878","32.225.11","500","","","","0"
"2015","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70129878","32.225.11","498","","","","0"
"2016","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70129878","32.225.11","492","","","","0"
"2017","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70129878","32.225.11","434","","","","0"
"2018","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70129878","32.225.11","360","","","","0"
"2019","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70129878","32.225.11","282","","","","0"
"2009","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70129880","32.225.13","40","","","","0"
"2010","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70129880","32.225.13","50","","","","0"
"2011","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70129880","32.225.13","35","","","","0"
"2012","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70129880","32.225.13","48","","","","0"
"2013","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70129880","32.225.13","58","","","","0"
"2014","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70129880","32.225.13","28","","","","0"
"2015","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70129880","32.225.13","37","","","","0"
"2016","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70129880","32.225.13","62","","","","0"
"2017","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70129880","32.225.13","67","","","","0"
"2018","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70129880","32.225.13","63","","","","0"
"2019","Winnipeg, Manitoba, municipal [46064]","46064","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70129880","32.225.13","40","","","","0"
"2009","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70128818","32.148.1","793","","","","0"
"2010","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70128818","32.148.1","785","","","","0"
"2011","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70128818","32.148.1","714","","","","0"
"2012","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70128818","32.148.1","632","","","","0"
"2013","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70128818","32.148.1","668","","","","0"
"2014","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70128818","32.148.1","752","","","","0"
"2015","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70128818","32.148.1","831","","","","0"
"2016","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70128818","32.148.1","762","","","","0"
"2017","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70128818","32.148.1","692","","","","0"
"2018","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70128818","32.148.1","760","","","","0"
"2019","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70128818","32.148.1","637","","","","0"
"2011","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Unfounded incidents","Number","223","units","0","v1000855250","32.148.15","","..","","","0"
"2012","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Unfounded incidents","Number","223","units","0","v1000855250","32.148.15","","..","","","0"
"2013","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Unfounded incidents","Number","223","units","0","v1000855250","32.148.15","","..","","","0"
"2014","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Unfounded incidents","Number","223","units","0","v1000855250","32.148.15","","..","","","0"
"2015","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Unfounded incidents","Number","223","units","0","v1000855250","32.148.15","","..","","","0"
"2016","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Unfounded incidents","Number","223","units","0","v1000855250","32.148.15","","..","","","0"
"2017","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Unfounded incidents","Number","223","units","0","v1000855250","32.148.15","0","","","","0"
"2018","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Unfounded incidents","Number","223","units","0","v1000855250","32.148.15","0","","","","0"
"2019","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Unfounded incidents","Number","223","units","0","v1000855250","32.148.15","0","","","","0"
"2009","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70128821","32.148.4","772","","","","0"
"2010","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70128821","32.148.4","767","","","","0"
"2011","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70128821","32.148.4","712","","","","0"
"2012","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70128821","32.148.4","630","","","","0"
"2013","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70128821","32.148.4","658","","","","0"
"2014","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70128821","32.148.4","746","","","","0"
"2015","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70128821","32.148.4","807","","","","0"
"2016","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70128821","32.148.4","717","","","","0"
"2017","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70128821","32.148.4","684","","","","0"
"2018","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70128821","32.148.4","724","","","","0"
"2019","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70128821","32.148.4","603","","","","0"
"2009","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70128826","32.148.9","750","","","","0"
"2010","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70128826","32.148.9","758","","","","0"
"2011","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70128826","32.148.9","700","","","","0"
"2012","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70128826","32.148.9","617","","","","0"
"2013","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70128826","32.148.9","642","","","","0"
"2014","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70128826","32.148.9","722","","","","0"
"2015","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70128826","32.148.9","799","","","","0"
"2016","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70128826","32.148.9","708","","","","0"
"2017","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70128826","32.148.9","666","","","","0"
"2018","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70128826","32.148.9","720","","","","0"
"2019","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70128826","32.148.9","594","","","","0"
"2009","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70128828","32.148.11","31","","","","0"
"2010","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70128828","32.148.11","22","","","","0"
"2011","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70128828","32.148.11","20","","","","0"
"2012","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70128828","32.148.11","18","","","","0"
"2013","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70128828","32.148.11","27","","","","0"
"2014","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70128828","32.148.11","24","","","","0"
"2015","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70128828","32.148.11","20","","","","0"
"2016","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70128828","32.148.11","21","","","","0"
"2017","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70128828","32.148.11","16","","","","0"
"2018","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70128828","32.148.11","19","","","","0"
"2019","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70128828","32.148.11","9","","","","0"
"2009","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70128830","32.148.13","0","","","","0"
"2010","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70128830","32.148.13","0","","","","0"
"2011","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70128830","32.148.13","0","","","","0"
"2012","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70128830","32.148.13","2","","","","0"
"2013","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70128830","32.148.13","0","","","","0"
"2014","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70128830","32.148.13","0","","","","0"
"2015","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70128830","32.148.13","1","","","","0"
"2016","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70128830","32.148.13","0","","","","0"
"2017","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70128830","32.148.13","0","","","","0"
"2018","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70128830","32.148.13","0","","","","0"
"2019","Winnipeg, Manitoba, municipal [46064]","46064","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70128830","32.148.13","1","","","","0"
"2009","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73835826","32.231.1","1057","","","","0"
"2010","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73835826","32.231.1","925","","","","0"
"2011","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73835826","32.231.1","942","","","","0"
"2012","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73835826","32.231.1","873","","","","0"
"2013","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73835826","32.231.1","984","","","","0"
"2014","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73835826","32.231.1","973","","","","0"
"2015","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73835826","32.231.1","916","","","","0"
"2016","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73835826","32.231.1","813","","","","0"
"2017","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73835826","32.231.1","892","","","","0"
"2018","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73835826","32.231.1","748","","","","0"
"2019","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73835826","32.231.1","594","","","","0"
"2011","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Unfounded incidents","Number","223","units","0","v1000855412","32.231.15","","..","","","0"
"2012","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Unfounded incidents","Number","223","units","0","v1000855412","32.231.15","","..","","","0"
"2013","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Unfounded incidents","Number","223","units","0","v1000855412","32.231.15","","..","","","0"
"2014","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Unfounded incidents","Number","223","units","0","v1000855412","32.231.15","","..","","","0"
"2015","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Unfounded incidents","Number","223","units","0","v1000855412","32.231.15","","..","","","0"
"2016","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Unfounded incidents","Number","223","units","0","v1000855412","32.231.15","","..","","","0"
"2017","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Unfounded incidents","Number","223","units","0","v1000855412","32.231.15","12","","","","0"
"2018","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Unfounded incidents","Number","223","units","0","v1000855412","32.231.15","3","","","","0"
"2019","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Unfounded incidents","Number","223","units","0","v1000855412","32.231.15","0","","","","0"
"2009","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total cleared","Number","223","units","0","v73835829","32.231.4","1009","","","","0"
"2010","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total cleared","Number","223","units","0","v73835829","32.231.4","875","","","","0"
"2011","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total cleared","Number","223","units","0","v73835829","32.231.4","870","","","","0"
"2012","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total cleared","Number","223","units","0","v73835829","32.231.4","813","","","","0"
"2013","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total cleared","Number","223","units","0","v73835829","32.231.4","873","","","","0"
"2014","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total cleared","Number","223","units","0","v73835829","32.231.4","879","","","","0"
"2015","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total cleared","Number","223","units","0","v73835829","32.231.4","818","","","","0"
"2016","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total cleared","Number","223","units","0","v73835829","32.231.4","737","","","","0"
"2017","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total cleared","Number","223","units","0","v73835829","32.231.4","848","","","","0"
"2018","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total cleared","Number","223","units","0","v73835829","32.231.4","685","","","","0"
"2019","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total cleared","Number","223","units","0","v73835829","32.231.4","573","","","","0"
"2009","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73835834","32.231.9","1103","","","","0"
"2010","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73835834","32.231.9","959","","","","0"
"2011","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73835834","32.231.9","949","","","","0"
"2012","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73835834","32.231.9","973","","","","0"
"2013","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73835834","32.231.9","975","","","","0"
"2014","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73835834","32.231.9","1026","","","","0"
"2015","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73835834","32.231.9","938","","","","0"
"2016","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73835834","32.231.9","804","","","","0"
"2017","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73835834","32.231.9","877","","","","0"
"2018","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73835834","32.231.9","739","","","","0"
"2019","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73835834","32.231.9","643","","","","0"
"2009","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73835836","32.231.11","141","","","","0"
"2010","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73835836","32.231.11","114","","","","0"
"2011","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73835836","32.231.11","128","","","","0"
"2012","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73835836","32.231.11","138","","","","0"
"2013","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73835836","32.231.11","118","","","","0"
"2014","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73835836","32.231.11","116","","","","0"
"2015","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73835836","32.231.11","86","","","","0"
"2016","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73835836","32.231.11","57","","","","0"
"2017","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73835836","32.231.11","49","","","","0"
"2018","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73835836","32.231.11","36","","","","0"
"2019","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73835836","32.231.11","34","","","","0"
"2009","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73835838","32.231.13","49","","","","0"
"2010","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73835838","32.231.13","34","","","","0"
"2011","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73835838","32.231.13","28","","","","0"
"2012","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73835838","32.231.13","23","","","","0"
"2013","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73835838","32.231.13","20","","","","0"
"2014","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73835838","32.231.13","38","","","","0"
"2015","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73835838","32.231.13","27","","","","0"
"2016","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73835838","32.231.13","26","","","","0"
"2017","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73835838","32.231.13","35","","","","0"
"2018","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73835838","32.231.13","12","","","","0"
"2019","Winnipeg, Manitoba, municipal [46064]","46064","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73835838","32.231.13","1","","","","0"
"2009","Winnipeg, Manitoba, municipal [46064]","46064","Youth Criminal Justice Act [6450]","Actual incidents","Number","223","units","0","v70129602","32.204.1","149","","","","0"
"2010","Winnipeg, Manitoba, municipal [46064]","46064","Youth Criminal Justice Act [6450]","Actual incidents","Number","223","units","0","v70129602","32.204.1","169","","","","0"
"2011","Winnipeg, Manitoba, municipal [46064]","46064","Youth Criminal Justice Act [6450]","Actual incidents","Number","223","units","0","v70129602","32.204.1","233","","","","0"
"2012","Winnipeg, Manitoba, municipal [46064]","46064","Youth Criminal Justice Act [6450]","Actual incidents","Number","223","units","0","v70129602","32.204.1","296","","","","0"
"2013","Winnipeg, Manitoba, municipal [46064]","46064","Youth Criminal Justice Act [6450]","Actual incidents","Number","223","units","0","v70129602","32.204.1","293","","","","0"
"2014","Winnipeg, Manitoba, municipal [46064]","46064","Youth Criminal Justice Act [6450]","Actual incidents","Number","223","units","0","v70129602","32.204.1","275","","","","0"
"2015","Winnipeg, Manitoba, municipal [46064]","46064","Youth Criminal Justice Act [6450]","Actual incidents","Number","223","units","0","v70129602","32.204.1","318","","","","0"
"2016","Winnipeg, Manitoba, municipal [46064]","46064","Youth Criminal Justice Act [6450]","Actual incidents","Number","223","units","0","v70129602","32.204.1","255","","","","0"
"2017","Winnipeg, Manitoba, municipal [46064]","46064","Youth Criminal Justice Act [6450]","Actual incidents","Number","223","units","0","v70129602","32.204.1","209","","","","0"
"2018","Winnipeg, Manitoba, municipal [46064]","46064","Youth Criminal Justice Act [6450]","Actual incidents","Number","223","units","0","v70129602","32.204.1","151","","","","0"
"2019","Winnipeg, Manitoba, municipal [46064]","46064","Youth Criminal Justice Act [6450]","Actual incidents","Number","223","units","0","v70129602","32.204.1","85","","","","0"
"2011","Winnipeg, Manitoba, municipal [46064]","46064","Youth Criminal Justice Act [6450]","Unfounded incidents","Number","223","units","0","v1000855362","32.204.15","","..","","","0"
"2012","Winnipeg, Manitoba, municipal [46064]","46064","Youth Criminal Justice Act [6450]","Unfounded incidents","Number","223","units","0","v1000855362","32.204.15","","..","","","0"
"2013","Winnipeg, Manitoba, municipal [46064]","46064","Youth Criminal Justice Act [6450]","Unfounded incidents","Number","223","units","0","v1000855362","32.204.15","","..","","","0"
