"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, adult charged","Number","223","units","0","v68756224","1.205.9","2398","","","","0"
"2012","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, adult charged","Number","223","units","0","v68756224","1.205.9","2638","","","","0"
"2013","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, adult charged","Number","223","units","0","v68756224","1.205.9","2092","","","","0"
"2014","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, adult charged","Number","223","units","0","v68756224","1.205.9","1391","","","","0"
"2015","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, adult charged","Number","223","units","0","v68756224","1.205.9","1614","","","","0"
"2016","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, adult charged","Number","223","units","0","v68756224","1.205.9","2149","","","","0"
"2017","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, adult charged","Number","223","units","0","v68756224","1.205.9","1789","","","","0"
"2018","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, adult charged","Number","223","units","0","v68756224","1.205.9","1835","","","","0"
"2019","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, adult charged","Number","223","units","0","v68756224","1.205.9","1703","","","","0"
"2009","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v68756226","1.205.11","273","","","","0"
"2010","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v68756226","1.205.11","374","","","","0"
"2011","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v68756226","1.205.11","347","","","","0"
"2012","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v68756226","1.205.11","174","","","","0"
"2013","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v68756226","1.205.11","73","","","","0"
"2014","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v68756226","1.205.11","51","","","","0"
"2015","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v68756226","1.205.11","92","","","","0"
"2016","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v68756226","1.205.11","123","","","","0"
"2017","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v68756226","1.205.11","78","","","","0"
"2018","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v68756226","1.205.11","62","","","","0"
"2019","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth charged","Number","223","units","0","v68756226","1.205.11","39","","","","0"
"2009","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v68756228","1.205.13","326","","","","0"
"2010","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v68756228","1.205.13","462","","","","0"
"2011","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v68756228","1.205.13","377","","","","0"
"2012","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v68756228","1.205.13","467","","","","0"
"2013","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v68756228","1.205.13","204","","","","0"
"2014","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v68756228","1.205.13","56","","","","0"
"2015","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v68756228","1.205.13","114","","","","0"
"2016","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v68756228","1.205.13","164","","","","0"
"2017","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v68756228","1.205.13","142","","","","0"
"2018","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v68756228","1.205.13","106","","","","0"
"2019","Ontario [35]","2016A000235","Total other Federal Statutes [610]","Total, youth not charged","Number","223","units","0","v68756228","1.205.13","61","","","","0"
"2009","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v68778644","9.4.1","6830","","","","0"
"2010","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v68778644","9.4.1","6370","","","","0"
"2011","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v68778644","9.4.1","5935","","","","0"
"2012","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v68778644","9.4.1","5871","","","","0"
"2013","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v68778644","9.4.1","6309","","","","0"
"2014","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v68778644","9.4.1","5911","","","","0"
"2015","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v68778644","9.4.1","5903","","","","0"
"2016","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v68778644","9.4.1","5974","","","","0"
"2017","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v68778644","9.4.1","7164","","","","0"
"2018","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v68778644","9.4.1","7866","","","","0"
"2019","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v68778644","9.4.1","8527","","","","0"
"2011","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000184184","9.4.15","","..","","","0"
"2012","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000184184","9.4.15","","..","","","0"
"2013","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000184184","9.4.15","","..","","","0"
"2014","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000184184","9.4.15","","..","","","0"
"2015","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000184184","9.4.15","","..","","","0"
"2016","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000184184","9.4.15","","..","","","0"
"2017","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000184184","9.4.15","506","","","","0"
"2018","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000184184","9.4.15","386","","","","0"
"2019","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000184184","9.4.15","248","","","","0"
"2009","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v68778647","9.4.4","4677","","","","0"
"2010","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v68778647","9.4.4","4247","","","","0"
"2011","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v68778647","9.4.4","3867","","","","0"
"2012","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v68778647","9.4.4","4070","","","","0"
"2013","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v68778647","9.4.4","3676","","","","0"
"2014","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v68778647","9.4.4","3439","","","","0"
"2015","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v68778647","9.4.4","3488","","","","0"
"2016","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v68778647","9.4.4","3599","","","","0"
"2017","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v68778647","9.4.4","3896","","","","0"
"2018","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v68778647","9.4.4","4086","","","","0"
"2019","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v68778647","9.4.4","3826","","","","0"
"2009","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v68778652","9.4.9","2418","","","","0"
"2010","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v68778652","9.4.9","2287","","","","0"
"2011","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v68778652","9.4.9","1992","","","","0"
"2012","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v68778652","9.4.9","2100","","","","0"
"2013","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v68778652","9.4.9","1963","","","","0"
"2014","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v68778652","9.4.9","1954","","","","0"
"2015","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v68778652","9.4.9","2050","","","","0"
"2016","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v68778652","9.4.9","2125","","","","0"
"2017","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v68778652","9.4.9","2175","","","","0"
"2018","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v68778652","9.4.9","2290","","","","0"
"2019","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v68778652","9.4.9","2258","","","","0"
"2009","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v68778654","9.4.11","379","","","","0"
"2010","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v68778654","9.4.11","324","","","","0"
"2011","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v68778654","9.4.11","270","","","","0"
"2012","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v68778654","9.4.11","296","","","","0"
"2013","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v68778654","9.4.11","249","","","","0"
"2014","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v68778654","9.4.11","209","","","","0"
"2015","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v68778654","9.4.11","177","","","","0"
"2016","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v68778654","9.4.11","194","","","","0"
"2017","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v68778654","9.4.11","194","","","","0"
"2018","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v68778654","9.4.11","179","","","","0"
"2019","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v68778654","9.4.11","296","","","","0"
"2009","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v68778656","9.4.13","516","","","","0"
"2010","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v68778656","9.4.13","392","","","","0"
"2011","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v68778656","9.4.13","353","","","","0"
"2012","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v68778656","9.4.13","317","","","","0"
"2013","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v68778656","9.4.13","259","","","","0"
"2014","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v68778656","9.4.13","201","","","","0"
"2015","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v68778656","9.4.13","208","","","","0"
"2016","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v68778656","9.4.13","211","","","","0"
"2017","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v68778656","9.4.13","244","","","","0"
"2018","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v68778656","9.4.13","276","","","","0"
"2019","Ottawa, Ontario, municipal [35010]","35010","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v68778656","9.4.13","325","","","","0"
"2009","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Actual incidents","Number","223","units","0","v68779470","9.64.1","30320","","","","0"
"2010","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Actual incidents","Number","223","units","0","v68779470","9.64.1","27669","","","","0"
"2011","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Actual incidents","Number","223","units","0","v68779470","9.64.1","27355","","","","0"
"2012","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Actual incidents","Number","223","units","0","v68779470","9.64.1","27557","","","","0"
"2013","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Actual incidents","Number","223","units","0","v68779470","9.64.1","23080","","","","0"
"2014","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Actual incidents","Number","223","units","0","v68779470","9.64.1","22595","","","","0"
"2015","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Actual incidents","Number","223","units","0","v68779470","9.64.1","22047","","","","0"
"2016","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Actual incidents","Number","223","units","0","v68779470","9.64.1","23449","","","","0"
"2017","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Actual incidents","Number","223","units","0","v68779470","9.64.1","23324","","","","0"
"2018","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Actual incidents","Number","223","units","0","v68779470","9.64.1","26502","","","","0"
"2019","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Actual incidents","Number","223","units","0","v68779470","9.64.1","29169","","","","0"
"2011","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000184302","9.64.15","","..","","","0"
"2012","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000184302","9.64.15","","..","","","0"
"2013","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000184302","9.64.15","","..","","","0"
"2014","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000184302","9.64.15","","..","","","0"
"2015","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000184302","9.64.15","","..","","","0"
"2016","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000184302","9.64.15","","..","","","0"
"2017","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000184302","9.64.15","656","","","","0"
"2018","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000184302","9.64.15","667","","","","0"
"2019","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000184302","9.64.15","641","","","","0"
"2009","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total cleared","Number","223","units","0","v68779473","9.64.4","7616","","","","0"
"2010","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total cleared","Number","223","units","0","v68779473","9.64.4","7261","","","","0"
"2011","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total cleared","Number","223","units","0","v68779473","9.64.4","7312","","","","0"
"2012","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total cleared","Number","223","units","0","v68779473","9.64.4","6925","","","","0"
"2013","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total cleared","Number","223","units","0","v68779473","9.64.4","6068","","","","0"
"2014","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total cleared","Number","223","units","0","v68779473","9.64.4","5359","","","","0"
"2015","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total cleared","Number","223","units","0","v68779473","9.64.4","4936","","","","0"
"2016","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total cleared","Number","223","units","0","v68779473","9.64.4","4916","","","","0"
"2017","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total cleared","Number","223","units","0","v68779473","9.64.4","4971","","","","0"
"2018","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total cleared","Number","223","units","0","v68779473","9.64.4","5155","","","","0"
"2019","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total cleared","Number","223","units","0","v68779473","9.64.4","5882","","","","0"
"2009","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v68779478","9.64.9","4040","","","","0"
"2010","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v68779478","9.64.9","3327","","","","0"
"2011","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v68779478","9.64.9","2718","","","","0"
"2012","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v68779478","9.64.9","2846","","","","0"
"2013","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v68779478","9.64.9","2736","","","","0"
"2014","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v68779478","9.64.9","2536","","","","0"
"2015","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v68779478","9.64.9","2244","","","","0"
"2016","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v68779478","9.64.9","2096","","","","0"
"2017","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v68779478","9.64.9","2120","","","","0"
"2018","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v68779478","9.64.9","2164","","","","0"
"2019","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v68779478","9.64.9","2564","","","","0"
"2009","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v68779480","9.64.11","651","","","","0"
"2010","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v68779480","9.64.11","478","","","","0"
"2011","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v68779480","9.64.11","296","","","","0"
"2012","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v68779480","9.64.11","296","","","","0"
"2013","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v68779480","9.64.11","197","","","","0"
"2014","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v68779480","9.64.11","163","","","","0"
"2015","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v68779480","9.64.11","164","","","","0"
"2016","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v68779480","9.64.11","165","","","","0"
"2017","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v68779480","9.64.11","106","","","","0"
"2018","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v68779480","9.64.11","80","","","","0"
"2019","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v68779480","9.64.11","118","","","","0"
"2009","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v68779482","9.64.13","1671","","","","0"
"2010","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v68779482","9.64.13","1631","","","","0"
"2011","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v68779482","9.64.13","1567","","","","0"
"2012","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v68779482","9.64.13","1446","","","","0"
"2013","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v68779482","9.64.13","1028","","","","0"
"2014","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v68779482","9.64.13","934","","","","0"
"2015","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v68779482","9.64.13","837","","","","0"
"2016","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v68779482","9.64.13","908","","","","0"
"2017","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v68779482","9.64.13","906","","","","0"
"2018","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v68779482","9.64.13","857","","","","0"
"2019","Ottawa, Ontario, municipal [35010]","35010","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v68779482","9.64.13","763","","","","0"
"2009","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v68781668","9.225.1","3593","","","","0"
"2010","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v68781668","9.225.1","4770","","","","0"
"2011","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v68781668","9.225.1","4569","","","","0"
"2012","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v68781668","9.225.1","4744","","","","0"
"2013","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v68781668","9.225.1","4005","","","","0"
"2014","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v68781668","9.225.1","4114","","","","0"
"2015","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v68781668","9.225.1","4196","","","","0"
"2016","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v68781668","9.225.1","4890","","","","0"
"2017","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v68781668","9.225.1","5396","","","","0"
"2018","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v68781668","9.225.1","5885","","","","0"
"2019","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v68781668","9.225.1","6284","","","","0"
"2011","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000184616","9.225.15","","..","","","0"
"2012","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000184616","9.225.15","","..","","","0"
"2013","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000184616","9.225.15","","..","","","0"
"2014","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000184616","9.225.15","","..","","","0"
"2015","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000184616","9.225.15","","..","","","0"
"2016","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000184616","9.225.15","","..","","","0"
"2017","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000184616","9.225.15","363","","","","0"
"2018","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000184616","9.225.15","256","","","","0"
"2019","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000184616","9.225.15","143","","","","0"
"2009","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v68781671","9.225.4","3140","","","","0"
"2010","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v68781671","9.225.4","4249","","","","0"
"2011","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v68781671","9.225.4","3818","","","","0"
"2012","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v68781671","9.225.4","3792","","","","0"
"2013","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v68781671","9.225.4","3422","","","","0"
"2014","Ottawa, Ontario, municipal [35010]","35010","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v68781671","9.225.4","3393","","","","0"
