"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v67953344","82.4.1","26169","","","","0"
"2010","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v67953344","82.4.1","24460","","","","0"
"2011","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v67953344","82.4.1","23765","","","","0"
"2012","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v67953344","82.4.1","21788","","","","0"
"2013","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v67953344","82.4.1","19711","","","","0"
"2014","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v67953344","82.4.1","18677","","","","0"
"2015","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v67953344","82.4.1","19600","","","","0"
"2016","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v67953344","82.4.1","19882","","","","0"
"2017","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v67953344","82.4.1","20234","","","","0"
"2018","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v67953344","82.4.1","20650","","","","0"
"2019","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v67953344","82.4.1","23758","","","","0"
"2011","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000676888","82.4.15","","..","","","0"
"2012","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000676888","82.4.15","","..","","","0"
"2013","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000676888","82.4.15","","..","","","0"
"2014","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000676888","82.4.15","","..","","","0"
"2015","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000676888","82.4.15","","..","","","0"
"2016","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000676888","82.4.15","","..","","","0"
"2017","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000676888","82.4.15","980","","","","0"
"2018","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000676888","82.4.15","924","","","","0"
"2019","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000676888","82.4.15","855","","","","0"
"2009","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v67953347","82.4.4","16513","","","","0"
"2010","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v67953347","82.4.4","15520","","","","0"
"2011","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v67953347","82.4.4","15012","","","","0"
"2012","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v67953347","82.4.4","14409","","","","0"
"2013","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v67953347","82.4.4","13292","","","","0"
"2014","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v67953347","82.4.4","13093","","","","0"
"2015","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v67953347","82.4.4","13529","","","","0"
"2016","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v67953347","82.4.4","13686","","","","0"
"2017","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v67953347","82.4.4","13913","","","","0"
"2018","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v67953347","82.4.4","13957","","","","0"
"2019","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v67953347","82.4.4","15845","","","","0"
"2009","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v67953352","82.4.9","9776","","","","0"
"2010","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v67953352","82.4.9","9412","","","","0"
"2011","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v67953352","82.4.9","9405","","","","0"
"2012","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v67953352","82.4.9","9108","","","","0"
"2013","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v67953352","82.4.9","8498","","","","0"
"2014","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v67953352","82.4.9","8165","","","","0"
"2015","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v67953352","82.4.9","8532","","","","0"
"2016","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v67953352","82.4.9","8608","","","","0"
"2017","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v67953352","82.4.9","8739","","","","0"
"2018","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v67953352","82.4.9","8891","","","","0"
"2019","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, adult charged","Number","223","units","0","v67953352","82.4.9","9336","","","","0"
"2009","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v67953354","82.4.11","933","","","","0"
"2010","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v67953354","82.4.11","1043","","","","0"
"2011","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v67953354","82.4.11","904","","","","0"
"2012","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v67953354","82.4.11","821","","","","0"
"2013","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v67953354","82.4.11","673","","","","0"
"2014","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v67953354","82.4.11","618","","","","0"
"2015","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v67953354","82.4.11","694","","","","0"
"2016","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v67953354","82.4.11","801","","","","0"
"2017","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v67953354","82.4.11","692","","","","0"
"2018","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v67953354","82.4.11","522","","","","0"
"2019","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth charged","Number","223","units","0","v67953354","82.4.11","768","","","","0"
"2009","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v67953356","82.4.13","1257","","","","0"
"2010","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v67953356","82.4.13","1077","","","","0"
"2011","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v67953356","82.4.13","1042","","","","0"
"2012","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v67953356","82.4.13","811","","","","0"
"2013","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v67953356","82.4.13","655","","","","0"
"2014","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v67953356","82.4.13","593","","","","0"
"2015","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v67953356","82.4.13","640","","","","0"
"2016","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v67953356","82.4.13","683","","","","0"
"2017","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v67953356","82.4.13","514","","","","0"
"2018","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v67953356","82.4.13","651","","","","0"
"2019","Montréal, Quebec, municipal [24175]","24175","Total violent Criminal Code violations [100]","Total, youth not charged","Number","223","units","0","v67953356","82.4.13","882","","","","0"
"2009","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Actual incidents","Number","223","units","0","v67954170","82.64.1","89906","","","","0"
"2010","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Actual incidents","Number","223","units","0","v67954170","82.64.1","80600","","","","0"
"2011","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Actual incidents","Number","223","units","0","v67954170","82.64.1","76670","","","","0"
"2012","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Actual incidents","Number","223","units","0","v67954170","82.64.1","73886","","","","0"
"2013","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Actual incidents","Number","223","units","0","v67954170","82.64.1","64355","","","","0"
"2014","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Actual incidents","Number","223","units","0","v67954170","82.64.1","59746","","","","0"
"2015","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Actual incidents","Number","223","units","0","v67954170","82.64.1","57069","","","","0"
"2016","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Actual incidents","Number","223","units","0","v67954170","82.64.1","53734","","","","0"
"2017","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Actual incidents","Number","223","units","0","v67954170","82.64.1","53162","","","","0"
"2018","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Actual incidents","Number","223","units","0","v67954170","82.64.1","50585","","","","0"
"2019","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Actual incidents","Number","223","units","0","v67954170","82.64.1","51487","","","","0"
"2011","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000677006","82.64.15","","..","","","0"
"2012","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000677006","82.64.15","","..","","","0"
"2013","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000677006","82.64.15","","..","","","0"
"2014","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000677006","82.64.15","","..","","","0"
"2015","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000677006","82.64.15","","..","","","0"
"2016","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000677006","82.64.15","","..","","","0"
"2017","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000677006","82.64.15","613","","","","0"
"2018","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000677006","82.64.15","581","","","","0"
"2019","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000677006","82.64.15","526","","","","0"
"2009","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total cleared","Number","223","units","0","v67954173","82.64.4","12788","","","","0"
"2010","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total cleared","Number","223","units","0","v67954173","82.64.4","10414","","","","0"
"2011","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total cleared","Number","223","units","0","v67954173","82.64.4","9202","","","","0"
"2012","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total cleared","Number","223","units","0","v67954173","82.64.4","9837","","","","0"
"2013","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total cleared","Number","223","units","0","v67954173","82.64.4","8854","","","","0"
"2014","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total cleared","Number","223","units","0","v67954173","82.64.4","9074","","","","0"
"2015","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total cleared","Number","223","units","0","v67954173","82.64.4","9108","","","","0"
"2016","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total cleared","Number","223","units","0","v67954173","82.64.4","7786","","","","0"
"2017","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total cleared","Number","223","units","0","v67954173","82.64.4","8369","","","","0"
"2018","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total cleared","Number","223","units","0","v67954173","82.64.4","8323","","","","0"
"2019","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total cleared","Number","223","units","0","v67954173","82.64.4","8631","","","","0"
"2009","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v67954178","82.64.9","7003","","","","0"
"2010","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v67954178","82.64.9","6060","","","","0"
"2011","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v67954178","82.64.9","6115","","","","0"
"2012","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v67954178","82.64.9","6249","","","","0"
"2013","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v67954178","82.64.9","5879","","","","0"
"2014","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v67954178","82.64.9","4788","","","","0"
"2015","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v67954178","82.64.9","5023","","","","0"
"2016","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v67954178","82.64.9","4933","","","","0"
"2017","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v67954178","82.64.9","5213","","","","0"
"2018","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v67954178","82.64.9","5319","","","","0"
"2019","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v67954178","82.64.9","4835","","","","0"
"2009","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v67954180","82.64.11","552","","","","0"
"2010","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v67954180","82.64.11","560","","","","0"
"2011","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v67954180","82.64.11","519","","","","0"
"2012","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v67954180","82.64.11","479","","","","0"
"2013","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v67954180","82.64.11","287","","","","0"
"2014","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v67954180","82.64.11","261","","","","0"
"2015","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v67954180","82.64.11","238","","","","0"
"2016","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v67954180","82.64.11","232","","","","0"
"2017","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v67954180","82.64.11","264","","","","0"
"2018","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v67954180","82.64.11","205","","","","0"
"2019","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v67954180","82.64.11","304","","","","0"
"2009","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v67954182","82.64.13","1482","","","","0"
"2010","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v67954182","82.64.13","1117","","","","0"
"2011","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v67954182","82.64.13","831","","","","0"
"2012","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v67954182","82.64.13","745","","","","0"
"2013","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v67954182","82.64.13","589","","","","0"
"2014","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v67954182","82.64.13","842","","","","0"
"2015","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v67954182","82.64.13","1121","","","","0"
"2016","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v67954182","82.64.13","1006","","","","0"
"2017","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v67954182","82.64.13","997","","","","0"
"2018","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v67954182","82.64.13","1038","","","","0"
"2019","Montréal, Quebec, municipal [24175]","24175","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v67954182","82.64.13","1030","","","","0"
"2009","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v67956368","82.225.1","14242","","","","0"
"2010","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v67956368","82.225.1","12629","","","","0"
"2011","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v67956368","82.225.1","12425","","","","0"
"2012","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v67956368","82.225.1","12816","","","","0"
"2013","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v67956368","82.225.1","12234","","","","0"
"2014","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v67956368","82.225.1","11481","","","","0"
"2015","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v67956368","82.225.1","10433","","","","0"
"2016","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v67956368","82.225.1","9458","","","","0"
"2017","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v67956368","82.225.1","9467","","","","0"
"2018","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v67956368","82.225.1","8867","","","","0"
"2019","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v67956368","82.225.1","9234","","","","0"
"2011","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000677320","82.225.15","","..","","","0"
"2012","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000677320","82.225.15","","..","","","0"
"2013","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000677320","82.225.15","","..","","","0"
"2014","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000677320","82.225.15","","..","","","0"
"2015","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000677320","82.225.15","","..","","","0"
"2016","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000677320","82.225.15","","..","","","0"
"2017","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000677320","82.225.15","339","","","","0"
"2018","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000677320","82.225.15","360","","","","0"
"2019","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000677320","82.225.15","352","","","","0"
"2009","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v67956371","82.225.4","12437","","","","0"
"2010","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v67956371","82.225.4","11194","","","","0"
"2011","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v67956371","82.225.4","10777","","","","0"
"2012","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v67956371","82.225.4","11788","","","","0"
"2013","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v67956371","82.225.4","11214","","","","0"
"2014","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v67956371","82.225.4","10611","","","","0"
"2015","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v67956371","82.225.4","9653","","","","0"
"2016","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v67956371","82.225.4","8469","","","","0"
"2017","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v67956371","82.225.4","8579","","","","0"
"2018","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v67956371","82.225.4","7834","","","","0"
"2019","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v67956371","82.225.4","8236","","","","0"
"2009","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v67956376","82.225.9","6954","","","","0"
"2010","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v67956376","82.225.9","6445","","","","0"
"2011","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v67956376","82.225.9","5577","","","","0"
"2012","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v67956376","82.225.9","5902","","","","0"
"2013","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v67956376","82.225.9","5576","","","","0"
"2014","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v67956376","82.225.9","6179","","","","0"
"2015","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v67956376","82.225.9","6073","","","","0"
"2016","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v67956376","82.225.9","6667","","","","0"
"2017","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v67956376","82.225.9","6609","","","","0"
"2018","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v67956376","82.225.9","6034","","","","0"
"2019","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v67956376","82.225.9","6596","","","","0"
"2009","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v67956378","82.225.11","536","","","","0"
"2010","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v67956378","82.225.11","523","","","","0"
"2011","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v67956378","82.225.11","457","","","","0"
"2012","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v67956378","82.225.11","828","","","","0"
"2013","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v67956378","82.225.11","603","","","","0"
"2014","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v67956378","82.225.11","569","","","","0"
"2015","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v67956378","82.225.11","489","","","","0"
"2016","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v67956378","82.225.11","419","","","","0"
"2017","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v67956378","82.225.11","438","","","","0"
"2018","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v67956378","82.225.11","378","","","","0"
"2019","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v67956378","82.225.11","422","","","","0"
"2009","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v67956380","82.225.13","91","","","","0"
"2010","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v67956380","82.225.13","86","","","","0"
"2011","Montréal, Quebec, municipal [24175]","24175","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v67956380","82.225.13","67","","","","0"
